OrderID	CustomerID	EmployeeID	OrderDate	RequiredDate	ShippedDate	ShipVia	Freight	ShipName	ShipAddress	ShipCity	ShipRegion	ShipPostalCode	ShipCountry
I:11028	S:KOENE	I:2	T:1998-04-16T00:00:00	T:1998-05-14T00:00:00	T:1998-04-22T00:00:00	I:1	F:29.59	S:Königlich Essen	S:Maubelstr. 90	S:Brandenburg	~N~	S:14776	S:Germany
I:11036	S:DRACD	I:8	T:1998-04-20T00:00:00	T:1998-05-18T00:00:00	T:1998-04-22T00:00:00	I:3	F:149.47	S:Drachenblut Delikatessen	S:Walserweg 21	S:Aachen	~N~	S:52066	S:Germany
I:11046	S:WANDK	I:8	T:1998-04-23T00:00:00	T:1998-05-21T00:00:00	T:1998-04-24T00:00:00	I:2	F:71.64	S:Die Wandernde Kuh	S:Adenauerallee 900	S:Stuttgart	~N~	S:70563	S:Germany
I:11058	S:BLAUS	I:9	T:1998-04-29T00:00:00	T:1998-05-27T00:00:00	~N~	I:3	F:31.14	S:Blauer See Delikatessen	S:Forsterstr. 57	S:Mannheim	~N~	S:68306	S:Germany
I:11067	S:DRACD	I:1	T:1998-05-04T00:00:00	T:1998-05-18T00:00:00	T:1998-05-06T00:00:00	I:2	F:7.98	S:Drachenblut Delikatessen	S:Walserweg 21	S:Aachen	~N~	S:52066	S:Germany
I:11070	S:LEHMS	I:2	T:1998-05-05T00:00:00	T:1998-06-02T00:00:00	~N~	I:1	F:136	S:Lehmanns Marktstand	S:Magazinweg 7	S:Frankfurt a.M.	~N~	S:60528	S:Germany
I:10248	S:VINET	I:5	T:1996-07-04T00:00:00	T:1996-08-01T00:00:00	T:1996-07-16T00:00:00	I:3	F:32.38	S:Vins et alcools Chevalier	S:59 rue de l'Abbaye	S:Reims	~N~	S:51100	S:France
I:10251	S:VICTE	I:3	T:1996-07-08T00:00:00	T:1996-08-05T00:00:00	T:1996-07-15T00:00:00	I:1	F:41.34	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10265	S:BLONP	I:2	T:1996-07-25T00:00:00	T:1996-08-22T00:00:00	T:1996-08-12T00:00:00	I:1	F:55.28	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10274	S:VINET	I:6	T:1996-08-06T00:00:00	T:1996-09-03T00:00:00	T:1996-08-16T00:00:00	I:1	F:6.01	S:Vins et alcools Chevalier	S:59 rue de l'Abbaye	S:Reims	~N~	S:51100	S:France
I:10295	S:VINET	I:2	T:1996-09-02T00:00:00	T:1996-09-30T00:00:00	T:1996-09-10T00:00:00	I:2	F:1.15	S:Vins et alcools Chevalier	S:59 rue de l'Abbaye	S:Reims	~N~	S:51100	S:France
I:10297	S:BLONP	I:5	T:1996-09-04T00:00:00	T:1996-10-16T00:00:00	T:1996-09-10T00:00:00	I:2	F:5.74	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10311	S:DUMON	I:1	T:1996-09-20T00:00:00	T:1996-10-04T00:00:00	T:1996-09-26T00:00:00	I:3	F:24.69	S:Du monde entier	S:67, rue des Cinquante Otages	S:Nantes	~N~	S:44000	S:France
I:10331	S:BONAP	I:9	T:1996-10-16T00:00:00	T:1996-11-27T00:00:00	T:1996-10-21T00:00:00	I:1	F:10.19	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10334	S:VICTE	I:8	T:1996-10-21T00:00:00	T:1996-11-18T00:00:00	T:1996-10-28T00:00:00	I:2	F:8.56	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10340	S:BONAP	I:1	T:1996-10-29T00:00:00	T:1996-11-26T00:00:00	T:1996-11-08T00:00:00	I:3	F:166.31	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10350	S:LAMAI	I:6	T:1996-11-11T00:00:00	T:1996-12-09T00:00:00	T:1996-12-03T00:00:00	I:2	F:64.19	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10358	S:LAMAI	I:5	T:1996-11-20T00:00:00	T:1996-12-18T00:00:00	T:1996-11-27T00:00:00	I:1	F:19.64	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10360	S:BLONP	I:4	T:1996-11-22T00:00:00	T:1996-12-20T00:00:00	T:1996-12-02T00:00:00	I:3	F:131.7	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10362	S:BONAP	I:3	T:1996-11-25T00:00:00	T:1996-12-23T00:00:00	T:1996-11-28T00:00:00	I:1	F:96.04	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10371	S:LAMAI	I:1	T:1996-12-03T00:00:00	T:1996-12-31T00:00:00	T:1996-12-24T00:00:00	I:1	F:0.45	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10408	S:FOLIG	I:8	T:1997-01-08T00:00:00	T:1997-02-05T00:00:00	T:1997-01-14T00:00:00	I:1	F:11.26	S:Folies gourmandes	S:184, chaussée de Tournai	S:Lille	~N~	S:59000	S:France
I:10413	S:LAMAI	I:3	T:1997-01-14T00:00:00	T:1997-02-11T00:00:00	T:1997-01-16T00:00:00	I:2	F:95.66	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10425	S:LAMAI	I:6	T:1997-01-24T00:00:00	T:1997-02-21T00:00:00	T:1997-02-14T00:00:00	I:2	F:7.93	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10436	S:BLONP	I:3	T:1997-02-05T00:00:00	T:1997-03-05T00:00:00	T:1997-02-11T00:00:00	I:2	F:156.66	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10449	S:BLONP	I:3	T:1997-02-18T00:00:00	T:1997-03-18T00:00:00	T:1997-02-27T00:00:00	I:2	F:53.3	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10450	S:VICTE	I:8	T:1997-02-19T00:00:00	T:1997-03-19T00:00:00	T:1997-03-11T00:00:00	I:2	F:7.23	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10454	S:LAMAI	I:4	T:1997-02-21T00:00:00	T:1997-03-21T00:00:00	T:1997-02-25T00:00:00	I:3	F:2.74	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10459	S:VICTE	I:4	T:1997-02-27T00:00:00	T:1997-03-27T00:00:00	T:1997-02-28T00:00:00	I:2	F:25.09	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10470	S:BONAP	I:4	T:1997-03-11T00:00:00	T:1997-04-08T00:00:00	T:1997-03-14T00:00:00	I:2	F:64.56	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10478	S:VICTE	I:2	T:1997-03-18T00:00:00	T:1997-04-01T00:00:00	T:1997-03-26T00:00:00	I:3	F:4.81	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10480	S:FOLIG	I:6	T:1997-03-20T00:00:00	T:1997-04-17T00:00:00	T:1997-03-24T00:00:00	I:2	F:1.35	S:Folies gourmandes	S:184, chaussée de Tournai	S:Lille	~N~	S:59000	S:France
I:10493	S:LAMAI	I:4	T:1997-04-02T00:00:00	T:1997-04-30T00:00:00	T:1997-04-10T00:00:00	I:3	F:10.64	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10500	S:LAMAI	I:6	T:1997-04-09T00:00:00	T:1997-05-07T00:00:00	T:1997-04-17T00:00:00	I:1	F:42.68	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10511	S:BONAP	I:4	T:1997-04-18T00:00:00	T:1997-05-16T00:00:00	T:1997-04-21T00:00:00	I:3	F:350.64	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10525	S:BONAP	I:1	T:1997-05-02T00:00:00	T:1997-05-30T00:00:00	T:1997-05-23T00:00:00	I:2	F:11.06	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10546	S:VICTE	I:1	T:1997-05-23T00:00:00	T:1997-06-20T00:00:00	T:1997-05-27T00:00:00	I:3	F:194.72	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10559	S:BLONP	I:6	T:1997-06-05T00:00:00	T:1997-07-03T00:00:00	T:1997-06-13T00:00:00	I:1	F:8.05	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10566	S:BLONP	I:9	T:1997-06-12T00:00:00	T:1997-07-10T00:00:00	T:1997-06-18T00:00:00	I:1	F:88.4	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10584	S:BLONP	I:4	T:1997-06-30T00:00:00	T:1997-07-28T00:00:00	T:1997-07-04T00:00:00	I:1	F:59.14	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10609	S:DUMON	I:7	T:1997-07-24T00:00:00	T:1997-08-21T00:00:00	T:1997-07-30T00:00:00	I:2	F:1.85	S:Du monde entier	S:67, rue des Cinquante Otages	S:Nantes	~N~	S:44000	S:France
I:10610	S:LAMAI	I:8	T:1997-07-25T00:00:00	T:1997-08-22T00:00:00	T:1997-08-06T00:00:00	I:1	F:26.78	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10628	S:BLONP	I:4	T:1997-08-12T00:00:00	T:1997-09-09T00:00:00	T:1997-08-20T00:00:00	I:3	F:30.36	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10631	S:LAMAI	I:8	T:1997-08-14T00:00:00	T:1997-09-11T00:00:00	T:1997-08-15T00:00:00	I:1	F:0.87	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10634	S:FOLIG	I:4	T:1997-08-15T00:00:00	T:1997-09-12T00:00:00	T:1997-08-21T00:00:00	I:3	F:487.38	S:Folies gourmandes	S:184, chaussée de Tournai	S:Lille	~N~	S:59000	S:France
I:10663	S:BONAP	I:2	T:1997-09-10T00:00:00	T:1997-09-24T00:00:00	T:1997-10-03T00:00:00	I:2	F:113.15	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10671	S:FRANR	I:1	T:1997-09-17T00:00:00	T:1997-10-15T00:00:00	T:1997-09-24T00:00:00	I:1	F:30.34	S:France restauration	S:54, rue Royale	S:Nantes	~N~	S:44000	S:France
I:10679	S:BLONP	I:8	T:1997-09-23T00:00:00	T:1997-10-21T00:00:00	T:1997-09-30T00:00:00	I:3	F:27.94	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10683	S:DUMON	I:2	T:1997-09-26T00:00:00	T:1997-10-24T00:00:00	T:1997-10-01T00:00:00	I:1	F:4.4	S:Du monde entier	S:67, rue des Cinquante Otages	S:Nantes	~N~	S:44000	S:France
I:10715	S:BONAP	I:3	T:1997-10-23T00:00:00	T:1997-11-06T00:00:00	T:1997-10-29T00:00:00	I:1	F:63.2	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10730	S:BONAP	I:5	T:1997-11-05T00:00:00	T:1997-12-03T00:00:00	T:1997-11-14T00:00:00	I:1	F:20.12	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10732	S:BONAP	I:3	T:1997-11-06T00:00:00	T:1997-12-04T00:00:00	T:1997-11-07T00:00:00	I:1	F:16.97	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10737	S:VINET	I:2	T:1997-11-11T00:00:00	T:1997-12-09T00:00:00	T:1997-11-18T00:00:00	I:2	F:7.79	S:Vins et alcools Chevalier	S:59 rue de l'Abbaye	S:Reims	~N~	S:51100	S:France
I:10738	S:SPECD	I:2	T:1997-11-12T00:00:00	T:1997-12-10T00:00:00	T:1997-11-18T00:00:00	I:1	F:2.91	S:Spécialités du monde	S:25, rue Lauriston	S:Paris	~N~	S:75016	S:France
I:10739	S:VINET	I:3	T:1997-11-12T00:00:00	T:1997-12-10T00:00:00	T:1997-11-17T00:00:00	I:3	F:11.08	S:Vins et alcools Chevalier	S:59 rue de l'Abbaye	S:Reims	~N~	S:51100	S:France
I:10755	S:BONAP	I:4	T:1997-11-26T00:00:00	T:1997-12-24T00:00:00	T:1997-11-28T00:00:00	I:2	F:16.71	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10763	S:FOLIG	I:3	T:1997-12-03T00:00:00	T:1997-12-31T00:00:00	T:1997-12-08T00:00:00	I:3	F:37.35	S:Folies gourmandes	S:184, chaussée de Tournai	S:Lille	~N~	S:59000	S:France
I:10787	S:LAMAI	I:2	T:1997-12-19T00:00:00	T:1998-01-02T00:00:00	T:1997-12-26T00:00:00	I:1	F:249.93	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10789	S:FOLIG	I:1	T:1997-12-22T00:00:00	T:1998-01-19T00:00:00	T:1997-12-31T00:00:00	I:2	F:100.6	S:Folies gourmandes	S:184, chaussée de Tournai	S:Lille	~N~	S:59000	S:France
I:10806	S:VICTE	I:3	T:1997-12-31T00:00:00	T:1998-01-28T00:00:00	T:1998-01-05T00:00:00	I:2	F:22.11	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10814	S:VICTE	I:3	T:1998-01-05T00:00:00	T:1998-02-02T00:00:00	T:1998-01-14T00:00:00	I:3	F:130.94	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10826	S:BLONP	I:6	T:1998-01-12T00:00:00	T:1998-02-09T00:00:00	T:1998-02-06T00:00:00	I:1	F:7.09	S:Blondel père et fils	S:24, place Kléber	S:Strasbourg	~N~	S:67000	S:France
I:10827	S:BONAP	I:1	T:1998-01-12T00:00:00	T:1998-01-26T00:00:00	T:1998-02-06T00:00:00	I:2	F:63.54	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10832	S:LAMAI	I:2	T:1998-01-14T00:00:00	T:1998-02-11T00:00:00	T:1998-01-19T00:00:00	I:2	F:43.26	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10843	S:VICTE	I:4	T:1998-01-21T00:00:00	T:1998-02-18T00:00:00	T:1998-01-26T00:00:00	I:2	F:9.26	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10850	S:VICTE	I:1	T:1998-01-23T00:00:00	T:1998-03-06T00:00:00	T:1998-01-30T00:00:00	I:1	F:49.19	S:Victuailles en stock	S:2, rue du Commerce	S:Lyon	~N~	S:69004	S:France
I:10858	S:LACOR	I:2	T:1998-01-29T00:00:00	T:1998-02-26T00:00:00	T:1998-02-03T00:00:00	I:1	F:52.51	S:La corne d'abondance	S:67, avenue de l'Europe	S:Versailles	~N~	S:78000	S:France
I:10860	S:FRANR	I:3	T:1998-01-29T00:00:00	T:1998-02-26T00:00:00	T:1998-02-04T00:00:00	I:3	F:19.26	S:France restauration	S:54, rue Royale	S:Nantes	~N~	S:44000	S:France
I:10871	S:BONAP	I:9	T:1998-02-05T00:00:00	T:1998-03-05T00:00:00	T:1998-02-10T00:00:00	I:2	F:112.27	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10876	S:BONAP	I:7	T:1998-02-09T00:00:00	T:1998-03-09T00:00:00	T:1998-02-12T00:00:00	I:3	F:60.42	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10890	S:DUMON	I:7	T:1998-02-16T00:00:00	T:1998-03-16T00:00:00	T:1998-02-18T00:00:00	I:1	F:32.76	S:Du monde entier	S:67, rue des Cinquante Otages	S:Nantes	~N~	S:44000	S:France
I:10907	S:SPECD	I:6	T:1998-02-25T00:00:00	T:1998-03-25T00:00:00	T:1998-02-27T00:00:00	I:3	F:9.19	S:Spécialités du monde	S:25, rue Lauriston	S:Paris	~N~	S:75016	S:France
I:10923	S:LAMAI	I:7	T:1998-03-03T00:00:00	T:1998-04-14T00:00:00	T:1998-03-13T00:00:00	I:3	F:68.26	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:10927	S:LACOR	I:4	T:1998-03-05T00:00:00	T:1998-04-02T00:00:00	T:1998-04-08T00:00:00	I:1	F:19.79	S:La corne d'abondance	S:67, avenue de l'Europe	S:Versailles	~N~	S:78000	S:France
I:10932	S:BONAP	I:8	T:1998-03-06T00:00:00	T:1998-04-03T00:00:00	T:1998-03-24T00:00:00	I:1	F:134.64	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10940	S:BONAP	I:8	T:1998-03-11T00:00:00	T:1998-04-08T00:00:00	T:1998-03-23T00:00:00	I:3	F:19.77	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10964	S:SPECD	I:3	T:1998-03-20T00:00:00	T:1998-04-17T00:00:00	T:1998-03-24T00:00:00	I:2	F:87.38	S:Spécialités du monde	S:25, rue Lauriston	S:Paris	~N~	S:75016	S:France
I:10971	S:FRANR	I:2	T:1998-03-24T00:00:00	T:1998-04-21T00:00:00	T:1998-04-02T00:00:00	I:2	F:121.82	S:France restauration	S:54, rue Royale	S:Nantes	~N~	S:44000	S:France
I:10972	S:LACOR	I:4	T:1998-03-24T00:00:00	T:1998-04-21T00:00:00	T:1998-03-26T00:00:00	I:2	F:0.02	S:La corne d'abondance	S:67, avenue de l'Europe	S:Versailles	~N~	S:78000	S:France
I:10973	S:LACOR	I:6	T:1998-03-24T00:00:00	T:1998-04-21T00:00:00	T:1998-03-27T00:00:00	I:2	F:15.17	S:La corne d'abondance	S:67, avenue de l'Europe	S:Versailles	~N~	S:78000	S:France
I:11043	S:SPECD	I:5	T:1998-04-22T00:00:00	T:1998-05-20T00:00:00	T:1998-04-29T00:00:00	I:2	F:8.8	S:Spécialités du monde	S:25, rue Lauriston	S:Paris	~N~	S:75016	S:France
I:11051	S:LAMAI	I:7	T:1998-04-27T00:00:00	T:1998-05-25T00:00:00	~N~	I:3	F:2.79	S:La maison d'Asie	S:1 rue Alsace-Lorraine	S:Toulouse	~N~	S:31000	S:France
I:11076	S:BONAP	I:4	T:1998-05-06T00:00:00	T:1998-06-03T00:00:00	~N~	I:2	F:38.28	S:Bon app'	S:12, rue des Bouchers	S:Marseille	~N~	S:13008	S:France
I:10252	S:SUPRD	I:4	T:1996-07-09T00:00:00	T:1996-08-06T00:00:00	T:1996-07-11T00:00:00	I:2	F:51.3	S:Suprêmes délices	S:Boulevard Tirou, 255	S:Charleroi	~N~	S:B-6000	S:Belgium
I:10254	S:CHOPS	I:5	T:1996-07-11T00:00:00	T:1996-08-08T00:00:00	T:1996-07-23T00:00:00	I:2	F:22.98	S:Chop-suey Chinese	S:Hauptstr. 31	S:Bern	~N~	S:3012	S:Switzerland
I:10255	S:RICSU	I:9	T:1996-07-12T00:00:00	T:1996-08-09T00:00:00	T:1996-07-15T00:00:00	I:3	F:148.33	S:Richter Supermarkt	S:Starenweg 5	S:Genève	~N~	S:1204	S:Switzerland
I:10258	S:ERNSH	I:1	T:1996-07-17T00:00:00	T:1996-08-14T00:00:00	T:1996-07-23T00:00:00	I:1	F:140.51	S:Ernst Handel	S:Kirchgasse 6	S:Graz	~N~	S:8010	S:Austria
I:10259	S:CENTC	I:4	T:1996-07-18T00:00:00	T:1996-08-15T00:00:00	T:1996-07-25T00:00:00	I:3	F:3.25	S:Centro comercial Moctezuma	S:Sierras de Granada 9993	S:México D.F.	~N~	S:05022	S:Mexico
I:10263	S:ERNSH	I:9	T:1996-07-23T00:00:00	T:1996-08-20T00:00:00	T:1996-07-31T00:00:00	I:3	F:146.06	S:Ernst Handel	S:Kirchgasse 6	S:Graz	~N~	S:8010	S:Austria
I:10264	S:FOLKO	I:6	T:1996-07-24T00:00:00	T:1996-08-21T00:00:00	T:1996-08-23T00:00:00	I:3	F:3.67	S:Folk och fä HB	S:Åkergatan 24	S:Bräcke	~N~	S:S-844 67	S:Sweden
I:10266	S:WARTH	I:3	T:1996-07-26T00:00:00	T:1996-09-06T00:00:00	T:1996-07-31T00:00:00	I:3	F:25.73	S:Wartian Herkku	S:Torikatu 38	S:Oulu	~N~	S:90110	S:Finland
I:10270	S:WARTH	I:1	T:1996-08-01T00:00:00	T:1996-08-29T00:00:00	T:1996-08-02T00:00:00	I:1	F:136.54	S:Wartian Herkku	S:Torikatu 38	S:Oulu	~N~	S:90110	S:Finland
I:10275	S:MAGAA	I:1	T:1996-08-07T00:00:00	T:1996-09-04T00:00:00	T:1996-08-09T00:00:00	I:1	F:26.93	S:Magazzini Alimentari Riuniti	S:Via Ludovico il Moro 22	S:Bergamo	~N~	S:24100	S:Italy
I:10276	S:TORTU	I:8	T:1996-08-08T00:00:00	T:1996-08-22T00:00:00	T:1996-08-14T00:00:00	I:3	F:13.84	S:Tortuga Restaurante	S:Avda. Azteca 123	S:México D.F.	~N~	S:05033	S:Mexico
I:10278	S:BERGS	I:8	T:1996-08-12T00:00:00	T:1996-09-09T00:00:00	T:1996-08-16T00:00:00	I:2	F:92.69	S:Berglunds snabbköp	S:Berguvsvägen  8	S:Luleå	~N~	S:S-958 22	S:Sweden
I:10280	S:BERGS	I:2	T:1996-08-14T00:00:00	T:1996-09-11T00:00:00	T:1996-09-12T00:00:00	I:1	F:8.98	S:Berglunds snabbköp	S:Berguvsvägen  8	S:Luleå	~N~	S:S-958 22	S:Sweden
I:10281	S:ROMEY	I:4	T:1996-08-14T00:00:00	T:1996-08-28T00:00:00	T:1996-08-21T00:00:00	I:1	F:2.94	S:Romero y tomillo	S:Gran Vía, 1	S:Madrid	~N~	S:28001	S:Spain
I:10282	S:ROMEY	I:4	T:1996-08-15T00:00:00	T:1996-09-12T00:00:00	T:1996-08-21T00:00:00	I:1	F:12.69	S:Romero y tomillo	S:Gran Vía, 1	S:Madrid	~N~	S:28001	S:Spain
I:10288	S:REGGC	I:4	T:1996-08-23T00:00:00	T:1996-09-20T00:00:00	T:1996-09-03T00:00:00	I:1	F:7.45	S:Reggiani Caseifici	S:Strada Provinciale 124	S:Reggio Emilia	~N~	S:42100	S:Italy
I:10289	S:BSBEV	I:7	T:1996-08-26T00:00:00	T:1996-09-23T00:00:00	T:1996-08-28T00:00:00	I:3	F:22.77	S:B's Beverages	S:Fauntleroy Circus	S:London	~N~	S:EC2 5NT	S:UK
I:10293	S:TORTU	I:1	T:1996-08-29T00:00:00	T:1996-09-26T00:00:00	T:1996-09-11T00:00:00	I:3	F:21.18	S:Tortuga Restaurante	S:Avda. Azteca 123	S:México D.F.	~N~	S:05033	S:Mexico
I:10300	S:MAGAA	I:2	T:1996-09-09T00:00:00	T:1996-10-07T00:00:00	T:1996-09-18T00:00:00	I:2	F:17.68	S:Magazzini Alimentari Riuniti	S:Via Ludovico il Moro 22	S:Bergamo	~N~	S:24100	S:Italy
I:10302	S:SUPRD	I:4	T:1996-09-10T00:00:00	T:1996-10-08T00:00:00	T:1996-10-09T00:00:00	I:2	F:6.27	S:Suprêmes délices	S:Boulevard Tirou, 255	S:Charleroi	~N~	S:B-6000	S:Belgium
I:10303	S:GODOS	I:7	T:1996-09-11T00:00:00	T:1996-10-09T00:00:00	T:1996-09-18T00:00:00	I:2	F:107.83	S:Godos Cocina Típica	S:C/ Romero, 33	S:Sevilla	~N~	S:41101	S:Spain
I:10304	S:TORTU	I:1	T:1996-09-12T00:00:00	T:1996-10-10T00:00:00	T:1996-09-17T00:00:00	I:2	F:63.79	S:Tortuga Restaurante	S:Avda. Azteca 123	S:México D.F.	~N~	S:05033	S:Mexico
I:10306	S:ROMEY	I:1	T:1996-09-16T00:00:00	T:1996-10-14T00:00:00	T:1996-09-23T00:00:00	I:3	F:7.56	S:Romero y tomillo	S:Gran Vía, 1	S:Madrid	~N~	S:28001	S:Spain
I:10308	S:ANATR	I:7	T:1996-09-18T00:00:00	T:1996-10-16T00:00:00	T:1996-09-24T00:00:00	I:3	F:1.61	S:Ana Trujillo Emparedados y helados	S:Avda. de la Constitución 2222	S:México D.F.	~N~	S:05021	S:Mexico
I:10319	S:TORTU	I:7	T:1996-10-02T00:00:00	T:1996-10-30T00:00:00	T:1996-10-11T00:00:00	I:3	F:64.5	S:Tortuga Restaurante	S:Avda. Azteca 123	S:México D.F.	~N~	S:05033	S:Mexico
I:10320	S:WARTH	I:5	T:1996-10-03T00:00:00	T:1996-10-17T00:00:00	T:1996-10-18T00:00:00	I:3	F:34.57	S:Wartian Herkku	S:Torikatu 38	S:Oulu	~N~	S:90110	S:Finland
I:10322	S:PERIC	I:7	T:1996-10-04T00:00:00	T:1996-11-01T00:00:00	T:1996-10-23T00:00:00	I:3	F:0.4	S:Pericles Comidas clásicas	S:Calle Dr. Jorge Cash 321	S:México D.F.	~N~	S:05033	S:Mexico
I:10326	S:BOLID	I:4	T:1996-10-10T00:00:00	T:1996-11-07T00:00:00	T:1996-10-14T00:00:00	I:2	F:77.92	S:Bólido Comidas preparadas	S:C/ Araquil, 67	S:Madrid	~N~	S:28023	S:Spain
I:10327	S:FOLKO	I:2	T:1996-10-11T00:00:00	T:1996-11-08T00:00:00	T:1996-10-14T00:00:00	I:1	F:63.36	S:Folk och fä HB	S:Åkergatan 24	S:Bräcke	~N~	S:S-844 67	S:Sweden
I:10328	S:FURIB	I:4	T:1996-10-14T00:00:00	T:1996-11-11T00:00:00	T:1996-10-17T00:00:00	I:3	F:87.03	S:Furia Bacalhau e Frutos do Mar	S:Jardim das rosas n. 32	S:Lisboa	~N~	S:1675	S:Portugal
I:10333	S:WARTH	I:5	T:1996-10-18T00:00:00	T:1996-11-15T00:00:00	T:1996-10-25T00:00:00	I:3	F:0.59	S:Wartian Herkku	S:Torikatu 38	S:Oulu	~N~	S:90110	S:Finland
I:10336	S:PRINI	I:7	T:1996-10-23T00:00:00	T:1996-11-20T00:00:00	T:1996-10-25T00:00:00	I:2	F:15.51	S:Princesa Isabel Vinhos	S:Estrada da saúde n. 58	S:Lisboa	~N~	S:1756	S:Portugal
I:10341	S:SIMOB	I:7	T:1996-10-29T00:00:00	T:1996-11-26T00:00:00	T:1996-11-05T00:00:00	I:3	F:26.78	S:Simons bistro	S:Vinbæltet 34	S:Kobenhavn	~N~	S:1734	S:Denmark
I:10351	S:ERNSH	I:1	T:1996-11-11T00:00:00	T:1996-12-09T00:00:00	T:1996-11-20T00:00:00	I:1	F:162.33	S:Ernst Handel	S:Kirchgasse 6	S:Graz	~N~	S:8010	S:Austria
I:10352	S:FURIB	I:3	T:1996-11-12T00:00:00	T:1996-11-26T00:00:00	T:1996-11-18T00:00:00	I:3	F:1.3	S:Furia Bacalhau e Frutos do Mar	S:Jardim das rosas n. 32	S:Lisboa	~N~	S:1675	S:Portugal
I:10353	S:PICCO	I:7	T:1996-11-13T00:00:00	T:1996-12-11T00:00:00	T:1996-11-25T00:00:00	I:3	F:360.63	S:Piccolo und mehr	S:Geislweg 14	S:Salzburg	~N~	S:5020	S:Austria
